,IDENTIFICATION,PLAYER_DETAIL,POSITIONS,HEIGHT,WEIGHT,SALARY,FIRST_YEAR
1505,66410,김결의_1994년 01월 03일,포수(우투우타),179cm,90kg,2800만원,0
1506,66412,안창하_1992년 08월 22일,투수(우투우타),184cm,95kg,0,0
1507,66422,김영덕_1993년 04월 15일,외야수(우투우타),180cm,90kg,0,0
1508,66423,플란데_1986년 01월 27일,투수(좌투좌타),189cm,90kg,0,16삼성
1509,66440,벨레스터_1986년 06월 06일,투수(우투우타),196cm,88kg,0,16삼성
1510,66444,이케빈_1992년 02월 13일,투수(우투우타),184cm,90kg,0,16삼성
1511,66446,레온_1988년 09월 06일,투수(우투우타),183cm,90kg,0,16삼성
1512,66451,최충연_1997년 03월 05일,투수(우투우타),190cm,85kg,9000만원,16삼성
1513,66452,발디리스_1983년 01월 05일,내야수(우투우타),185cm,90kg,0,16삼성
1514,66462,김성훈_1993년 10월 27일,내야수(우투좌타),172cm,68kg,7000만원,16삼성
1515,66464,남기효_1996년 06월 19일,투수(우투우타),176cm,100kg,0,0
1516,66469,황선도_1997년 08월 28일,외야수(우투우타),184cm,85kg,0,16삼성
1517,66492,김승현_1992년 07월 09일,투수(우투우타),180cm,115kg,5500만원,16삼성
1518,66493,임대한_1993년 08월 13일,투수(우투좌타),178cm,85kg,4000만원,16삼성
1519,66495,이윤효_1970년 05월 09일,(우투우타),172cm,74kg,0,16삼성코치
1520,66496,최주엽_1996년 04월 19일,투수(우투우타),183cm,82kg,0,0
1521,66501,이준형_1993년 01월 30일,외야수(우투우타),181cm,85kg,0,0
1522,66504,이찬건_1996년 05월 14일,내야수(우투좌타),177cm,73kg,0,16롯데
1523,66508,나경민_1991년 12월 12일,(좌투좌타),177cm,80kg,0,09시카고컵스
1524,66512,이진영_1992년 10월 02일,포수(우투좌타),177cm,80kg,0,0
1525,66517,이예찬_1997년 11월 23일,내야수(우투우타),186cm,85kg,0,0
1526,66518,최승훈_1996년 09월 16일,내야수(좌투좌타),176cm,93kg,0,0
1527,66523,맥스웰_1983년 11월 06일,외야수(우투우타),192cm,102kg,0,16롯데
1528,66556,박종무_1997년 07월 12일,투수(우투우타),188cm,85kg,2700만원,16롯데
1529,66557,한승혁_1996년 05월 20일,투수(좌투좌타),189cm,83kg,2700만원,16롯데
1530,66558,임지유_1997년 12월 03일,투수(좌투좌타),186cm,107kg,0,18롯데
1531,66563,김영일_1993년 04월 21일,투수(우투우타),185cm,81kg,0,16롯데
1532,66564,정종진_1996년 03월 21일,투수(좌투좌타),195cm,99kg,0,0
1533,66565,김성재_1993년 12월 23일,투수(좌투좌타),182cm,90kg,0,16롯데
1534,66568,안준영_1993년 11월 30일,투수(우투우타),182cm,83kg,0,0
1535,66569,김남길_1997년 09월 23일,투수(좌투좌타),190cm,97kg,2700만원,16롯데
1536,66598,조준영_1996년 12월 18일,외야수(좌투좌타),185cm,86kg,0,0
1537,66606,최원준_1997년 03월 23일,내야수(우투좌타),178cm,85kg,7000만원,16KIA
1538,66609,전상현_1996년 04월 18일,투수(우투우타),182cm,84kg,7600만원,16KIA
1539,66614,김규성_1997년 03월 08일,내야수(우투좌타),183cm,73kg,2900만원,17KIA
1540,66615,류승현_1997년 07월 01일,내야수(우투좌타),171cm,84kg,3600만원,17KIA
1541,66617,김기웅_1993년 02월 08일,투수(우투우타),193cm,108kg,0,0
1542,66618,문성우_1993년 07월 07일,투수(좌투좌타),180cm,80kg,0,0
1543,66621,최재원_1993년 04월 10일,포수(우투우타),174cm,84kg,0,0
1544,66623,권유식_1993년 04월 21일,포수(우투우타),175cm,89kg,0,0
1545,66624,조재형_1993년 09월 10일,내야수(우투좌타),173cm,75kg,0,0
1546,66625,유근상_1993년 04월 20일,투수(우투우타),182cm,87kg,0,0
1547,66627,김성민_1997년 08월 18일,내야수(우투우타),177cm,72kg,0,0
1548,66628,지크_1989년 09월 11일,투수(우투우타),195cm,86kg,0,16KIA
1549,66629,신윤철_1995년 09월 29일,투수(우투우타),182cm,87kg,0,16KIA
1550,66630,김현준_1997년 06월 05일,투수(우투우타),182cm,78kg,2900만원,16KIA
1551,66631,이승우_1997년 07월 01일,외야수(우투우타),178cm,95kg,0,0
1552,66643,헥터_1987년 01월 26일,투수(우투우타),191cm,93kg,0,16KIA
1553,66657,이진영_1997년 07월 21일,외야수(우투우타),183cm,82kg,3400만원,16KIA
1554,66659,정동현_1997년 03월 20일,투수(좌투좌타),185cm,101kg,0,16KIA
1555,66660,남재현_1996년 09월 13일,투수(우투좌타),182cm,78kg,3100만원,16KIA
1556,66662,신범수_1998년 01월 25일,포수(우투좌타),177cm,83kg,0,16KIA
1557,66663,서덕원_1993년 07월 12일,투수(우투우타),183cm,89kg,2800만원,16KIA
1558,66701,김찬균_1993년 01월 29일,투수(우투우타),182cm,82kg,0,0
1559,66702,이동훈_1996년 07월 24일,외야수(좌투좌타),178cm,72kg,3300만원,16한화
1560,66703,염진우_1993년 05월 03일,투수(좌투좌타),181cm,85kg,0,0
1561,66704,김태연_1997년 06월 10일,내야수(우투우타),178cm,99kg,0,17한화
1562,66705,권용우_1993년 03월 17일,투수(우투우타),183cm,80kg,2700만원,16한화
1563,66706,장진혁_1993년 09월 30일,외야수(우투좌타),184cm,83kg,5800만원,18한화
1564,66707,박상언_1997년 03월 03일,포수(우투우타),185cm,75kg,2800만원,17한화
1565,66708,신동성_1996년 01월 05일,외야수(우투우타),184cm,75kg,0,0
1566,66709,방윤준_1993년 06월 07일,투수(우투좌타),180cm,78kg,0,0
1567,66710,강상원_1997년 05월 05일,외야수(우투좌타),172cm,64kg,0,16한화
1568,66713,오경우_1992년 08월 10일,내야수(우투우타),178cm,70kg,0,0
1569,66714,박기환_1992년 12월 16일,외야수(우투우타),180cm,75kg,0,0
1570,66715,김인환_1994년 01월 28일,내야수(우투좌타),186cm,88kg,0,18한화
1571,66716,정경운_1993년 08월 09일,내야수(우투우타),179cm,76kg,0,17한화
1572,66718,이용석_1993년 11월 16일,포수(우투우타),178cm,85kg,0,0
1573,66719,송찬혁_1993년 06월 20일,외야수(좌투좌타),177cm,77kg,0,0
1574,66720,장대한_1992년 04월 03일,외야수(우투좌타),184cm,87kg,0,0
1575,66740,로사리오_1989년 02월 23일,내야수(우투우타),180cm,100kg,0,16한화
1576,66741,김재영_1993년 07월 22일,투수(우언우타),187cm,84kg,0,16한화
1577,66742,서캠프_1987년 07월 16일,투수(좌투좌타),198cm,100kg,0,16한화
1578,66748,마에스트리_1985년 07월 01일,투수(우투우타),183cm,80kg,0,16한화
1579,66749,김주현_1993년 12월 21일,내야수(좌투좌타),188cm,103kg,3000만원,16한화
1580,66750,카스티요_1989년 02월 19일,투수(우투우타),189cm,111kg,0,16한화
1581,66773,바바_1965년 02월 10일,(우투우타),172cm,77kg,0,0
1582,66789,고바야시_1958년 01월 22일,(좌투좌타),178cm,74kg,0,0
1583,66801,김찬호_1997년 03월 10일,투수(우투우타),179cm,76kg,2900만원,16SK
1584,66802,하성진_1997년 03월 12일,내야수(좌투좌타),180cm,92kg,0,19SK
1585,66803,김민재_1996년 04월 04일,내야수(우투우타),191cm,95kg,2700만원,20SK
1586,66804,노관현_1993년 10월 18일,내야수(우투좌타),172cm,75kg,0,16SK
1587,66805,고메즈_1988년 03월 05일,내야수(우투우타),188cm,88kg,0,16SK
1588,66806,박광명_1993년 07월 26일,외야수(우투좌타),174cm,76kg,0,0
1589,66807,최수빈_1997년 04월 08일,내야수(우투좌타),177cm,72kg,2700만원,0
1590,66825,라라_1988년 12월 20일,투수(좌투우타),186cm,82kg,0,16SK
1591,66833,임석진_1997년 10월 10일,내야수(우투우타),180cm,98kg,0,16SK
1592,66838,김동엽_1990년 07월 24일,외야수(우투우타),186cm,101kg,13500만원,09시카고컵스
1593,66858,정동윤_1997년 10월 22일,투수(우투좌타),193cm,103kg,2700만원,16SK
1594,66859,김주한_1993년 02월 03일,투수(우언우타),184cm,93kg,4500만원,16SK
1595,66864,안상현_1997년 01월 27일,내야수(우투우타),178cm,74kg,3000만원,16SK
1596,66900,이준우_1996년 05월 29일,투수(좌투좌타),188cm,100kg,0,0
1597,66917,김찬형_1997년 12월 29일,내야수(우투우타),182cm,80kg,5800만원,16NC
1598,66920,최성영_1997년 04월 28일,투수(좌투좌타),180cm,85kg,9500만원,16NC
1599,66928,박준영_1997년 08월 05일,내야수(우투우타),181cm,75kg,2700만원,16NC
1600,66943,김준현_1997년 02월 22일,투수(좌투좌타),182cm,79kg,2700만원,16NC
1601,66956,김한별_1997년 09월 03일,투수(우투좌타),184cm,83kg,0,16NC
1602,66960,정수민_1990년 04월 01일,투수(우투우타),188cm,92kg,4200만원,08시카고컵스
1603,66963,최상인_1997년 04월 11일,외야수(우투좌타),186cm,90kg,0,16NC
1604,66965,도태훈_1993년 03월 18일,내야수(우투좌타),184cm,85kg,3000만원,16NC
1605,66968,이재율_1993년 05월 02일,외야수(좌투좌타),185cm,75kg,3200만원,16NC
1606,66990,임서준_1993년 04월 19일,투수(우투우타),178cm,81kg,2900만원,16NC
1607,66992,조원빈_1993년 04월 10일,내야수(우투우타),180cm,85kg,0,16NC
1608,66995,최재혁_1993년 05월 22일,내야수(우투우타),177cm,75kg,0,16NC
1609,66996,문성용_1993년 08월 25일,포수(우투우타),185cm,93kg,2700만원,0
1610,66998,이민준_1992년 05월 16일,투수(우투우타),184cm,86kg,0,0
1611,67000,송진우_1998년 02월 15일,투수(우투우타),189cm,90kg,0,0
1612,67001,김민성_1994년 03월 21일,포수(우투좌타),183cm,88kg,0,0
1613,67002,박동건_1994년 09월 08일,내야수(우투우타),172cm,74kg,0,0
1614,67003,김창권_1994년 04월 01일,내야수(우투좌타),179cm,86kg,0,0
1615,67004,박진우_1995년 01월 09일,내야수(우투좌타),188cm,107kg,0,0
1616,67005,홍현빈_1997년 08월 29일,외야수(우투좌타),174cm,70kg,2900만원,17KT
1617,67006,안치영_1998년 05월 29일,내야수(우투좌타),176cm,72kg,0,17KT
1618,67007,배광환_1995년 02월 16일,외야수(우투우타),180cm,75kg,0,0
1619,67008,이대은_1989년 03월 23일,투수(우투좌타),189cm,90kg,10000만원,07시카고컵스
1620,67009,김웅진_1990년 07월 01일,(),195cm,97kg,0,17상무코치
1621,67010,허률_1994년 02월 27일,투수(우투우타),177cm,88kg,0,0
1622,67016,김종성_1994년 06월 24일,외야수(좌투좌타),180cm,90kg,0,0
1623,67024,모넬_1986년 03월 27일,내야수(우투좌타),185cm,95kg,0,17KT
1624,67025,로하스_1990년 05월 24일,외야수(우투양타),189cm,102kg,800000달러,17KT
1625,67026,오오모토_0,외야수(),cm,kg,0,0
1626,67027,다나카_0,투수(),cm,kg,0,0
1627,67033,로치_1989년 12월 14일,투수(우투우타),183cm,88kg,0,17KT
1628,67034,하세가와_0,투수(),cm,kg,0,0
1629,67035,타시로_0,외야수(),cm,kg,0,0
1630,67038,모리야마_0,내야수(),cm,kg,0,0
1631,67041,시미즈_0,외야수(),cm,kg,0,0
1632,67042,마츠모토_0,내야수(),cm,kg,0,0
1633,67044,콜라스_0,외야수(),cm,kg,0,0
1634,67045,조병욱_1998년 06월 08일,투수(우투우타),185cm,95kg,2700만원,17KT
1635,67048,이정현_1997년 12월 05일,투수(우투우타),188cm,93kg,3300만원,17KT
1636,67049,한대겸_1994년 01월 24일,투수(좌투좌타),195cm,99kg,2700만원,0
1637,67050,후루야_0,투수(),cm,kg,0,0
1638,67063,문상인_1998년 01월 31일,포수(우투우타),185cm,79kg,2800만원,0
1639,67065,쿠키_0,포수(),cm,kg,0,0
1640,67066,이종혁_1997년 05월 29일,투수(우투우타),190cm,86kg,3400만원,17KT
1641,67068,미모리_0,내야수(),cm,kg,0,0
1642,67092,이재근_1995년 01월 15일,내야수(우투좌타),177cm,71kg,2900만원,17KT
1643,67094,김민섭_1994년 07월 23일,외야수(우투좌타),178cm,88kg,2800만원,0
1644,67095,한기원_1998년 03월 10일,내야수(우투우타),182cm,130kg,0,0
1645,67096,이구름_1993년 06월 11일,투수(좌투좌타),178cm,86kg,2700만원,0
1646,67116,오석주_1998년 04월 14일,투수(우투우타),181cm,74kg,3000만원,19LG
1647,67117,신경모_1998년 06월 01일,투수(좌투좌타),181cm,84kg,0,0
1648,67118,김광수_1998년 09월 16일,투수(우투우타),180cm,80kg,0,0
1649,67119,고우석_1998년 08월 06일,투수(우투우타),182cm,90kg,22000만원,17LG
1650,67122,김태형_1998년 09월 17일,투수(좌투좌타),190cm,98kg,0,18LG
1651,67123,전준호_1998년 07월 01일,포수(우투우타),181cm,80kg,0,19LG
1652,67134,로니_1984년 05월 07일,내야수(좌투좌타),190cm,106kg,0,17LG
1653,67143,손주영_1998년 12월 02일,투수(좌투좌타),191cm,95kg,0,17LG
1654,67159,이창율_1998년 10월 16일,투수(우투우타),188cm,90kg,0,17LG
1655,67164,이찬혁_1998년 08월 19일,투수(우투우타),187cm,90kg,2700만원,17LG
1656,67168,박부성_1997년 06월 17일,내야수(우투좌타),182cm,72kg,2700만원,17LG
1657,67169,김성협_1999년 01월 29일,내야수(좌투좌타),187cm,88kg,0,17LG
1658,67201,신민철_1999년 01월 04일,포수(우투우타),186cm,84kg,2700만원,0
1659,67202,박유연_1998년 12월 20일,포수(우투우타),177cm,77kg,0,17두산
1660,67206,계정웅_1994년 02월 16일,내야수(우투좌타),180cm,80kg,0,0
1661,67207,이유찬_1998년 08월 05일,내야수(우투우타),175cm,68kg,3200만원,17두산
1662,67208,김승현_1998년 02월 13일,투수(우투우타),188cm,86kg,0,0
1663,67209,안준_1998년 08월 26일,내야수(우투우타),188cm,97kg,2700만원,0
1664,67246,김명신_1993년 11월 29일,투수(우투우타),178cm,90kg,5200만원,17두산
1665,67259,문대원_1998년 08월 22일,투수(우투우타),187cm,91kg,2700만원,17두산
1666,67260,지윤_1997년 10월 30일,투수(우투우타),187cm,113kg,2800만원,17두산
1667,67262,박찬범_1994년 07월 23일,외야수(우투우타),180cm,94kg,0,17두산
1668,67263,최원준_1994년 12월 21일,투수(우언우타),182cm,91kg,5900만원,18두산
1669,67264,박성환_1998년 05월 18일,투수(좌투좌타),178cm,63kg,2700만원,17두산
1670,67265,백민규_1998년 01월 22일,내야수(우투우타),196cm,130kg,2700만원,17두산
1671,67266,박치국_1998년 03월 10일,투수(우언우타),177cm,78kg,8000만원,17두산
1672,67269,전태준_1997년 04월 30일,투수(우투좌타),188cm,86kg,2700만원,17두산
1673,67291,김승후_1990년 09월 16일,내야수(우투좌타),183cm,88kg,0,0
1674,67304,김혜성_1999년 01월 27일,내야수(우투좌타),179cm,78kg,10000만원,17넥센
1675,67312,오설리반_1987년 09월 01일,투수(우투우타),186cm,110kg,0,17넥센
1676,67313,브리검_1988년 02월 10일,투수(우투우타),190cm,90kg,800000달러,17넥센
1677,67335,정윤호_1998년 02월 12일,투수(우투좌타),175cm,80kg,0,0
1678,67341,이정후_1998년 08월 20일,외야수(우투좌타),185cm,78kg,39000만원,17넥센
1679,67344,최규보_1997년 09월 16일,투수(우투우타),187cm,85kg,0,0
1680,67360,오윤성_1998년 12월 10일,투수(우투우타),182cm,77kg,2900만원,17넥센
1681,67363,이병규_1994년 10월 05일,내야수(우투좌타),175cm,74kg,0,0
1682,67365,양기현_1998년 12월 16일,투수(우투우타),182cm,115kg,2700만원,19키움
1683,67370,김동우_1980년 04월 14일,(우투좌타),176cm,79kg,0,17넥센코치
1684,67391,김재웅_1998년 10월 22일,투수(좌투좌타),173cm,88kg,2700만원,19키움
1685,67394,초이스_1989년 11월 10일,외야수(우투우타),183cm,98kg,0,17넥센
1686,67401,김태수_1994년 08월 17일,내야수(우투우타),177cm,71kg,0,0
1687,67405,곽경문_1998년 07월 12일,내야수(우투우타),187cm,105kg,0,0
1688,67412,최종현_1994년 06월 30일,내야수(우투우타),179cm,104kg,0,0
1689,67414,임승빈_1994년 12월 26일,외야수(좌투좌타),171cm,78kg,0,0
1690,67415,조유성_1993년 01월 24일,외야수(우투좌타),181cm,80kg,0,0
1691,67416,손건호_1998년 07월 23일,내야수(우투우타),185cm,76kg,0,0
1692,67418,박준철_1998년 07월 23일,포수(우투우타),182cm,86kg,0,0
1693,67419,문용익_1995년 02월 04일,투수(우투우타),178cm,93kg,0,19삼성
1694,67421,최지광_1998년 03월 13일,투수(우투우타),173cm,85kg,8000만원,17삼성
1695,67422,정성훈_1998년 05월 07일,내야수(우투우타),172cm,77kg,0,0
1696,67423,레나도_1989년 09월 09일,투수(우투우타),204cm,105kg,0,17삼성
1697,67425,이은형_1995년 02월 10일,투수(우투우타),190cm,82kg,0,0
1698,67426,조현덕_1998년 02월 25일,외야수(우투우타),181cm,86kg,0,0
1699,67435,페트릭_1989년 07월 29일,투수(우투우타),192cm,90kg,0,17삼성
1700,67443,장지훈_1997년 03월 31일,투수(우투우타),190cm,92kg,3000만원,17삼성
1701,67449,김성윤_1999년 02월 02일,외야수(좌투좌타),163cm,62kg,0,17삼성
1702,67450,러프_1986년 07월 28일,내야수(우투우타),190cm,113kg,0,17삼성
1703,67454,나원탁_1994년 08월 20일,포수(우투우타),183cm,93kg,0,17삼성
1704,67467,김시현_1998년 09월 26일,투수(우투우타),181cm,89kg,3700만원,17삼성
1705,67471,시라사카_1961년 05월 10일,(우투우타),172cm,74kg,0,17삼성코치
1706,67504,김민수_1998년 03월 18일,내야수(우투우타),182cm,96kg,3000만원,17롯데
1707,67519,김종환_1998년 10월 27일,투수(우투우타),178cm,82kg,0,0
1708,67527,고성우_1994년 12월 17일,포수(우투좌타),181cm,89kg,0,0
1709,67539,나균안_1998년 03월 16일,투수(우투우타),185cm,99kg,4300만원,17롯데
1710,67554,박성민_1998년 01월 31일,외야수(좌투좌타),183cm,95kg,0,0
1711,67558,마켈_1990년 09월 15일,투수(우투우타),193cm,100kg,0,17롯데
1712,67559,애디튼_1987년 12월 16일,투수(좌투우타),198cm,97kg,0,17롯데
1713,67563,홍지훈_1998년 05월 17일,내야수(우투우타),174cm,80kg,2700만원,0
1714,67564,송창현_1997년 07월 07일,투수(좌투좌타),172cm,76kg,0,0
1715,67568,이재욱_1994년 05월 22일,내야수(우투우타),188cm,99kg,0,0
1716,67569,이지원_1994년 04월 15일,투수(우투좌타),181cm,90kg,0,17롯데
1717,67588,윤성빈_1999년 02월 26일,투수(우투우타),197cm,90kg,2800만원,17롯데
1718,67591,강동호_1994년 04월 21일,투수(우투우타),189cm,118kg,5100만원,17롯데
1719,67592,최민국_1995년 08월 05일,투수(우투우타),183cm,102kg,0,0
1720,67598,번즈_1990년 08월 07일,내야수(우투우타),188cm,93kg,0,17롯데
