,선수명: ,등번호: ,생년월일: ,포지션: ,신장/체중: ,경력: ,입단 계약금: ,연봉: ,지명순위: ,입단년도: 
67748,오간도,48,1983년 10월 05일,투수(우투우타),196cm/91kg,도미니카 San Pedro(고),,,17 한화 자유선발,17한화
67760,원혁재,03,1995년 01월 29일,외야수(좌투좌타),177cm/80kg,서울이수초(서초구리틀)-서울이수중-장충고-홍익대,,,17 한화 2차 4라운드 35순위,18한화
67762,김성훈,61,1998년 02월 04일,투수(우투우타),186cm/83kg,구룡초(남양주리틀)-잠신중-경기고,,,17 한화 2차 2라운드 15순위,17한화
67768,김병현,68,1998년 04월 15일,투수(좌투좌타),187cm/88kg,온양초-온양중-북일고,16000만원,2700만원,17 한화 1차,17한화
67781,나카시마,81,1962년 07월 27일,(우투우타),188cm/92kg,일본 야나가와고,,,,17한화코치
67800,김기태,,1990년 06월 15일,(우투우타),176cm/75kg,배봉초-전동중-동대부고-국민대,,,,17SK코치
67801,조문성,,1987년 10월 21일,(우투우타),178cm/83kg,경동초-경신중-경신고-경희대,,,,17SK코치
67802,최현석,,1984년 10월 29일,(우투우타),176cm/70kg,신학초-신방학중-신일고-North Carolina at Greensboro(대),,,,16SK코치
67803,이재록,67,1994년 04월 13일,외야수(우투좌타),170cm/65kg,청구초-홍은중-장충고-연세대,,,17 SK 2차 7라운드 66순위,
67804,김두환,04,1994년 07월 21일,내야수(우투우타),175cm/72kg,대일초-매송중-유신고-인하대,,,17 SK 2차 8라운드 76순위,
67805,정영광,98,1998년 02월 05일,투수(우투우타),183cm/83kg,소양초-휘문중-휘문고,,,17 SK 2차 9라운드 86순위,
67806,김표승,112,1997년 05월 15일,투수(우언우타),186cm/86kg,동방초-경주중-경주고,,,17 SK 2차 4라운드 36순위,
67807,이정범,93,1998년 04월 10일,외야수(좌투좌타),178cm/88kg,인천숭의초-동인천중-인천고,,,17 SK 2차 5라운드 46순위,
67815,다이아몬드,15,1986년 07월 30일,투수(좌투좌타),191cm/93kg,미국 SUNY Binghamton(대),,,17 SK 자유선발,17SK
67827,워스,27,1985년 09월 30일,내야수(우투우타),185cm/88kg,미국 Pepperdine(대),,,17 SK 자유선발,17SK
67828,김성민,21,1994년 04월 26일,투수(좌투좌타),181cm/90kg,대구옥산초-경복중-대구상원고-일본경제대-SK-넥센,13000만원,9700만원,17 SK 2차 1라운드 6순위,17SK
67840,남윤성,40,1987년 08월 04일,투수(좌투좌타),191cm/95kg,성동초-신일중-신일고,,,17 SK 2차 6라운드 56순위,06텍사스
67845,밴와트,37,1986년 02월 14일,투수(우투우타),191cm/100kg,미국 고다드고-미국 위치타대-SK,,,14 SK 자유선발,14SK
67863,이원준,45,1998년 07월 02일,투수(우투우타),190cm/98kg,서현초(용인수지구리틀)-매송중-야탑고,17000만원,3200만원,17 SK 1차,17SK
67872,로맥,27,1985년 09월 30일,내야수(우투우타),188cm/100kg,캐나다 Lucas Secondary(고),,900000달러,17 SK 자유선발,17SK
67884,예이츠,84,1953년 06월 20일,(우투우타),170cm/70kg,미국 South Alabama(대),,,,17SK코치
67887,데이브존,87,1954년 10월 02일,(우투우타),185cm/85kg,미국 사우스이스트 미저리주립대,,,,17SK코치
67888,힐만,88,1963년 01월 04일,(우투우타),178cm/81kg,미국 Texas at Arlington(대),,,,17SK감독
67890,남지훈,90,1996년 06월 21일,투수(우투우타),185cm/90kg,수진초(광주리틀)-성일중-유신고-영동대,,,17 SK 육성선수,
67893,박성한,14,1998년 03월 30일,내야수(우투좌타),180cm/77kg,여수초-여수중-효천고-SK-상무,9000만원,2700만원,17 SK 2차 2라운드 16순위,17SK
67894,권기영,57,1999년 02월 04일,포수(우투우타),180cm/90kg,축현초-재능중-제물포고-SK,8000만원,2700만원,17 SK 2차 3라운드 26순위,17SK
67900,김민수,108,1998년 07월 16일,내야수(우투우타),180cm/83kg,삼성초-개성중-부산고,4000만원,2700만원,17 NC 2차 7라운드 68순위,17NC
67901,김호민,34,1994년 05월 01일,투수(우투우타),181cm/83kg,동주초(마린스리틀)-부산중-부경고-동아대,4000만원,2700만원,17 NC 2차 8라운드 78순위,17NC
67902,강병무,102,1998년 04월 27일,투수(좌투좌타),177cm/82kg,대구옥산초-경복중-용마고,,,17 NC 2차 9라운드 88순위,17NC
67903,조무성,95,1994년 08월 12일,외야수(좌투좌타),175cm/75kg,본리초-경상중-경북고-동의대,,,17 NC 육성선수,
67905,천재환,116,1994년 04월 01일,내야수(우투우타),181cm/83kg,대전신흥초-공주중-화순고-고려대,,,17 NC 육성선수,
67907,김병재,94,1994년 05월 31일,외야수(좌투좌타),180cm/80kg,신도초-잠신중-충암고-연세대,,,17 NC 육성선수,
67935,스크럭스,35,1987년 09월 23일,내야수(우투우타),183cm/98kg,미국 Las Vegas(대),,,17 NC 자유선발,17NC
67944,신진호,48,1991년 10월 20일,투수(우투우타),186cm/103kg,화순초-화순중-화순고,,2800만원,17 NC 2차 1라운드 8순위,09캔자스시티
67948,맨쉽,48,1985년 01월 16일,투수(우투우타),187cm/95kg,미국 Notre Dame(대),,,17 NC 자유선발,17NC
67954,김진호,67,1998년 06월 07일,투수(우투우타),183cm/90kg,의왕부곡초-성일중-광주동성고-NC-경찰,9000만원,2700만원,17 NC 2차 2라운드 18순위,17NC
67956,김태현,29,1998년 03월 21일,투수(좌투좌타),188cm/95kg,삼성초-내동중-김해고-NC-경찰,30000만원,2700만원,17 NC 1차,17NC
67962,소이현,50,1999년 02월 09일,투수(우투우타),185cm/93kg,서울이수초-서울이수중-서울디자인고,8000만원,2700만원,17 NC 2차 3라운드 28순위,17NC
67984,김현종,84,1977년 04월 19일,(우투우타),178cm/90kg,금북초(성동리틀)-자양중-장충고,,,,17NC코치
67989,김영중,57,1998년 07월 02일,투수(우투우타),182cm/86kg,군산남초-군산중-군산상고,7000만원,2700만원,17 NC 2차 4라운드 38순위,
67991,권법수,69,1997년 04월 05일,외야수(우투우타),183cm/82kg,선학초-재능중-제물포고,5000만원,2700만원,17 NC 2차 6라운드 58순위,17NC
67993,이재용,84,1999년 02월 28일,포수(우투우타),182cm/86kg,장자초(구리리틀)-자양중-배재고,6000만원,2700만원,17 NC 2차 5라운드 48순위,17NC
68000,김달환,100,1992년 11월 06일,내야수(우투좌타),178cm/92kg,백문초(구리리틀)-구리인창중-구리인창고-동의대,,,18 KT 육성선수,
68001,박우혁,88,1993년 09월 20일,(우투우타),170cm/73kg,전남대사대부고-동신대,,,,18경찰코치
68002,양승혁,102,1999년 09월 29일,내야수(우투좌타),173cm/68kg,태랑초(남양주리틀)-청원중-서울고,,,18 KT 육성선수,
68003,박준혁,101,1999년 08월 30일,외야수(우투우타),184cm/76kg,동오초(의정부리틀)-청량중-청원고,,2900만원,18 KT 육성선수,
68013,오오타케,133,,투수(),cm/kg,,,,,
68020,오가타,120,,투수(),cm/kg,,,,,
68021,슈토,121,,내야수(),cm/kg,,,,,
68026,요시즈미,26,,투수(),cm/kg,,,,,
68027,스나가와,127,,내야수(),cm/kg,,,,,
68033,마스다,33,,내야수(),cm/kg,,,,,
68036,최건,117,1999년 04월 10일,투수(우투우타),183cm/92kg,서울이수초-대치중-장충고,11000만원,2900만원,18 KT 2차 2라운드 11순위,18KT
68039,히구라시,139,,외야수(),cm/kg,,,,,
68043,김민,43,1999년 04월 14일,투수(우투우타),185cm/88kg,인천숭의초-평촌중-유신고,30000만원,7500만원,18 KT 1차,18KT
68044,오스카,144,,외야수(),cm/kg,,,,,
68050,강백호,50,1999년 07월 29일,외야수(우투좌타),184cm/98kg,부천북초-서울이수중-서울고,45000만원,21000만원,18 KT 2차 1라운드 1순위,18KT
68056,타우라,56,,투수(),cm/kg,,,,,
68067,신병률,67,1996년 01월 30일,투수(우언우타),175cm/83kg,둔촌초-잠신중-휘문고-단국대,,,18 KT 2차 6라운드 51순위,18KT
68068,박시윤,49,1999년 03월 08일,투수(좌투좌타),185cm/90kg,울산대현초-마산제일중-용마고,,,18 KT 2차 3라운드 21순위,18KT
68069,고명성,3,1999년 04월 16일,내야수(우투우타),178cm/68kg,군산남초-군산남중-군산상고,,,18 KT 2차 4라운드 31순위,18KT
68087,이창엽,92,1995년 12월 16일,내야수(우투우타),175cm/70kg,대해초-대구대서중-대구상원고-한양대,,,18 KT 2차 9라운드 81순위,
68089,조대현,89,1999년 08월 06일,포수(우투우타),183cm/81kg,길동초-매송중-유신고,,,18 KT 2차 10라운드 91순위,
68092,한두솔,92,1997년 01월 15일,투수(좌투좌타),178cm/92kg,광주수창초-진흥중-광주제일고-일본 리세이샤전문학교,,,18 KT 육성선수,18KT
68093,윤강찬,118,1998년 04월 24일,투수(우투우타),185cm/72kg,사파초-내동중-김해고,6000만원,2700만원,18 KT 2차 5라운드 41순위,
68096,백선기,96,1998년 08월 27일,외야수(좌투좌타),186cm/70kg,남도초-경상중-대구상원고,,,18 KT 2차 7라운드 61순위,
68097,박주현,97,1999년 08월 03일,투수(좌투좌타),184cm/83kg,철산초-영동중-충암고,,,18 KT 2차 8라운드 71순위,18KT
68100,최현준,126,1999년 04월 05일,내야수(우투좌타),178cm/73kg,효제초-배재중-서울고,,,18 LG 2차 3라운드 27순위,18LG
68103,가르시아,3,1985년 04월 12일,내야수(우투우타),177cm/93kg,쿠바 Ciego de Avila Maximo Gomez Baez(대),,,18 LG 자유선발,18LG
68106,이재원,24,1999년 07월 17일,외야수(우투우타),192cm/100kg,청주석교초-서울경원중-서울고,10000만원,2700만원,18 LG 2차 2라운드 17순위,20LG
68107,조선명,107,1998년 12월 30일,투수(우투우타),183cm/76kg,장내초-장내중-성지고,,,18 LG 2차 4라운드 37순위,
68109,김의준,109,1999년 10월 16일,투수(우투우타),183cm/80kg,학강초-광주동성중-광주동성고,,,18 LG 2차 6라운드 57순위,
68110,송찬의,110,1999년 02월 20일,내야수(우투우타),182cm/77kg,화곡초-선린중-선린인터넷고,,,18 LG 2차 7라운드 67순위,
68114,이나현,114,1998년 11월 20일,투수(우투우타),182cm/83kg,방배초-서울이수중-충암고,,,18 LG 2차 8라운드 77순위,
68117,최우혁,100,1995년 07월 19일,외야수(우투우타),180cm/86kg,백원초-자양중-서울고-홍익대,3000만원,2700만원,18 LG 2차 9라운드 87순위,
68119,문성주,67,1997년 02월 20일,외야수(좌투좌타),175cm/78kg,포항서초-포항제철중-경북고-영동대,,,18 LG 2차 10라운드 97순위,18LG
68124,최현성,124,1995년 01월 16일,외야수(우투좌타),cm/kg,,,,18 LG 육성선수,
68130,김영준,29,1999년 01월 12일,투수(우투우타),185cm/89kg,인천연학초-선린중-선린인터넷고,,,18 LG 1차,18LG
68135,윌슨,35,1989년 09월 25일,투수(우투우타),188cm/84kg,미국 Virginia(대),200000달러,1100000달러,18 LG 자유선발,18LG
68157,이강욱,57,1995년 07월 15일,투수(우투우타),185cm/90kg,안산해양초-덕수중-충암고-연세대,,,18 LG 2차 5라운드 47순위,18LG
68159,성동현,28,1999년 05월 18일,투수(우투우타),189cm/108kg,백마초-홍은중-장충고,,,18 LG 2차 1라운드 7순위,18LG
68200,김민규,19,1999년 05월 07일,투수(우투좌타),183cm/90kg,장평초(광진구리틀)-잠신중-휘문고,8000만원,2900만원,18 두산 2차 3라운드 30순위,18두산
68201,박성모,29,1995년 02월 22일,투수(좌투좌타),186cm/86kg,군산남초-군산남중-군산상고-인하대-두산-상무,4000만원,2700만원,18 두산 2차 7라운드 70순위,18두산
68204,권민석,7,1999년 02월 20일,내야수(우투우타),184cm/74kg,영랑초(수원영통리틀)-설악중-강릉고,3000만원,2700만원,18 두산 2차 10라운드 100순위,18두산
68205,전민재,7,1999년 06월 30일,내야수(우투우타),181cm/73kg,천안남산초-천안북중-대전고,,,18 두산 4라운드 40순위,18두산
68207,배창현,56,1998년 12월 09일,투수(좌투좌타),183cm/78kg,본리초-대구중-경북고,6000만원,2700만원,18 두산 2차 5라운드 50순위,18두산
68208,신현수,98,1999년 06월 10일,투수(우투우타),189cm/109kg,군산남초-군산중-대전고,,,18 두산 2차 8라운드 80순위,18두산
68209,정우석,63,1999년 10월 05일,투수(우투우타),188cm/90kg,서울이수초-휘문중-신일고,3000만원,2700만원,18 두산 2차 9라운드 90순위,18두산
68211,이승민,26,1995년 02월 08일,포수(우투우타),175cm/85kg,서울청구초-홍은중-장충고-동국대,5000만원,2700만원,18 두산 2차 6라운드 60순위,18두산
68220,곽빈,20,1999년 05월 28일,투수(우투우타),187cm/95kg,서울학동초-자양중-배명고,30000만원,3500만원,18 두산 1차,18두산
68240,후랭코프,43,1988년 08월 27일,투수(우투우타),195cm/95kg,미국 North Carolina at Wilmington(대),,,18 두산 자유선발,18두산
68242,정철원,41,1999년 03월 27일,투수(우투우타),190cm/95kg,역북초-송전중-안산공고,,,18 두산 2차 2라운드 20순위,18두산
68244,파레디스,44,1988년 11월 25일,외야수(우투양타),191cm/95kg,도미니카,,,18 두산 자유선발,18두산
68245,반슬라이크,44,1986년 07월 24일,외야수(우투우타),193cm/102kg,미국 John Burroughs(고),,,18 두산 자유선발,18두산
68249,박신지,112,1999년 07월 16일,투수(우투우타),185cm/75kg,목암초(의정부리틀)-영동중-경기고-두산-상무,14000만원,3100만원,18 두산 2차 1라운드 10순위,18두산
68260,현도훈,60,1993년 01월 13일,투수(우투좌타),188cm/89kg,풍양초-신일중-일본 교토고쿠사이고-일본 큐슈교리츠대,,,18 두산 육성선수,18두산
68269,김호준,69,1998년 05월 17일,투수(좌투좌타),180cm/82kg,원주일산초-성남성일중-안산공고,,2700만원,18 두산 육성선수,19두산
68289,고토,89,1969년 05월 14일,(),186cm/90kg,일본 추쿄고,,,,18두산코치
68300,조병규,92,1999년 08월 13일,포수(우투좌타),185cm/95kg,서원초-세광중-세광고-넥센,,,18 넥센 2차 7라운드 68순위,
68301,이재승,48,1999년 07월 29일,투수(우투우타),192cm/90kg,수내초(성남중원리틀)-배명중-배명고-넥센,4000만원,2700만원,18 넥센 2차 8라운드 78순위,
68302,배현호,2,1999년 04월 20일,포수(우투우타),176cm/86kg,본리초(서구리틀)-대구중-경북고-넥센,6000만원,2700만원,18 넥센 2차 4라운드 38순위,18넥센
68303,조재건,68,1999년 08월 23일,투수(좌투좌타),186cm/88kg,부천서초(부천원미리틀)-부천중-부천고-넥센,,,18 넥센 2차 9라운드 88순위,
68304,정동욱,44,1995년 07월 27일,포수(우투우타),184cm/95kg,부천북초-동인천중-인천고-원광대-넥센,2000만원,2700만원,18 넥센 2차 10라운드 98순위,
68305,변상권,58,1997년 04월 04일,외야수(우투좌타),180cm/80kg,인천서림초-상인천중-제물포고-인천재능대-넥센,,2700만원,18 넥센 육성선수,20키움
68306,이재영,106,1994년 08월 24일,외야수(우투우타),176cm/79kg,태봉초-경포중-원주고-한양대,,,18 넥센 육성선수,
68307,김한솔,104,1995년 04월 22일,외야수(우투좌타),172cm/74kg,대해초-포항중-충암고-연세대,,,18 넥센 육성선수,
68330,예진원,30,1999년 03월 16일,외야수(좌투좌타),172cm/85kg,양정초-부산중-경남고-넥센-키움-상무,9000만원,2700만원,18 넥센 2차 2라운드 18순위,18넥센
68341,안우진,41,1999년 08월 30일,투수(우투우타),191cm/90kg,강남초-서울이수중-휘문고-넥센,60000만원,4800만원,18 넥센 1차,18넥센
68345,샌즈,45,1987년 09월 28일,외야수(우투우타),193cm/105kg,미국 Smithfield-Selma(고)-미국 Catawba(대)-넥센,,,18 넥센 자유선발,18넥센
68346,김수환,46,1998년 03월 20일,내야수(우투우타),180cm/100kg,부일초(부평구리틀)-재능중-제물포고-넥센,6000만원,2700만원,18 넥센 2차 5라운드 48순위,18넥센
68362,추재현,36,1999년 02월 22일,외야수(좌투좌타),179cm/89kg,경수초(성동구리틀)-건대부중-신일고-넥센-키움,8000만원,2700만원,18 넥센 2차 3라운드 28순위,18넥센
68391,신효승,59,1999년 04월 01일,투수(좌투좌타),187cm/92kg,본리초(대구스마일링리틀)-경복중-경북고-넥센,5000만원,2700만원,18 넥센 2차 6라운드 58순위,
68397,노윤상,97,1999년 09월 28일,투수(우투우타),183cm/100kg,구남초(북구리틀)-사직중-도개고-넥센,,,18 넥센 육성선수,
68400,보니야,23,1990년 06월 18일,투수(우투우타),186cm/102kg,도미니카,,,18 삼성 자유선발,18삼성
68403,김윤수,25,1999년 12월 08일,투수(우투우타),183cm/94kg,온양온천초-온양중-북일고,5000만원,3700만원,18 삼성 2차 6라운드 52순위,19삼성
68406,박용민,106,1999년 03월 20일,투수(우투우타),193cm/100kg,내발산초(강서리틀)-신월중-덕수고,5000만원,3100만원,18 삼성 2차 7라운드 62순위,
68407,공민규,62,1999년 09월 27일,내야수(우투좌타),183cm/85kg,서화초-동산중-인천고-삼성-상무,4000만원,4000만원,18 삼성 2차 8라운드 72순위,19삼성
68409,맹성주,109,1999년 09월 07일,투수(우언우타),183cm/80kg,서울도곡초-휘문중-배명고,3000만원,2900만원,18 삼성 2차 10라운드 92순위,
68411,김동찬,111,1999년 04월 12일,투수(우투우타),179cm/92kg,대룡초(동구리틀)-청량중-덕수고,,,18 삼성 육성선수,
68413,안도원,113,1995년 12월 22일,투수(좌투좌타),174cm/75kg,본원초(안산리틀)-영남중-장충고-홍익대,,2900만원,18 삼성 육성선수,
68414,채상준,114,1994년 12월 03일,포수(우투우타),172cm/80kg,율하초-경운중-대구고-영남대,,2700만원,18 삼성 육성선수,
68415,양창섭,15,1999년 09월 22일,투수(우투우타),182cm/85kg,녹천초(노원구리틀)-청량중-덕수고,26000만원,5000만원,18 삼성 2차 1라운드 2순위,18삼성
68416,김선우,115,1995년 05월 11일,내야수(우투우타),174cm/80kg,부산대연초-부산중-부산고-경성대,,,18 삼성 육성선수,
68419,최채흥,56,1995년 01월 22일,투수(좌투좌타),186cm/97kg,동천초-포항중-대구상원고-한양대,30000만원,7500만원,18 삼성 1차,18삼성
68435,아델만,35,1987년 11월 13일,투수(우투우타),196cm/102kg,미국 Georgetown(대),,,18 삼성 자유선발,18삼성
68453,김용하,19,1999년 07월 27일,투수(우언우타),185cm/85kg,광주서석초-무등중-광주제일고,8000만원,2800만원,18 삼성 2차 3라운드 22순위,18삼성
68454,김태우,54,1999년 09월 15일,투수(우투우타),193cm/92kg,대구옥산초-경운중-경북고,,,18 삼성 2차 2라운드 12순위,18삼성
68463,윤정빈,,1999년 06월 24일,외야수(우투좌타),182cm/93kg,신도초-부천중-부천고-삼성-상무,7000만원,2900만원,18 삼성 2차 5라운드 42순위,18삼성
68466,이태훈,66,1995년 04월 03일,외야수(우투우타),183cm/95kg,광주수창초-광주동성중-광주동성고-홍익대,7000만원,2700만원,18 삼성 2차 4라운드 32순위,18삼성
68468,서주원,,1999년 01월 31일,포수(우투우타),173cm/85kg,대전유천초-충남중-대전고,,,18 삼성 2차 9라운드 82순위,18삼성
68501,최하늘,18,1999년 03월 26일,투수(우언우타),190cm/99kg,서울학동초-자양중-경기고-롯데-상무,5000만원,2700만원,18 롯데 2차 7라운드 63순위,19롯데
68504,이호연,4,1995년 06월 03일,내야수(우투좌타),177cm/84kg,광주수창초-진흥중-광주제일고-성균관대,,,18 롯데 2차 6라운드 53순위,18롯데
68507,장두성,57,1999년 09월 16일,외야수(우투좌타),176cm/67kg,축현초-재능중-동산고,3000만원,2700만원,18 롯데 2차 10라운드 93순위,
68518,정보근,62,1999년 08월 31일,포수(우투우타),175cm/88kg,부산수영초-경남중-경남고,3000만원,2900만원,18 롯데 2차 9라운드 83순위,19롯데
68525,한동희,25,1999년 06월 01일,내야수(우투우타),181cm/99kg,부산대연초-경남중-경남고,18000만원,4700만원,18 롯데 1차,18롯데
68526,듀브론트,26,1987년 10월 23일,투수(좌투좌타),188cm/108kg,베네수엘라 Agua Linda Academy,,,18 롯데 자유선발,18롯데
68529,이승헌,47,1998년 12월 19일,투수(우투우타),196cm/97kg,무학초-마산동중-용마고,18000만원,2700만원,18 롯데 2차 1라운드 3순위,18롯데
68556,정성종,56,1995년 11월 16일,투수(우투좌타),180cm/93kg,광주서석초-무등중-광주제일고-인하대-롯데-상무,10000만원,3700만원,18 롯데 2차 2라운드 13순위,18롯데
68585,김도규,47,1998년 07월 11일,투수(우투우타),190cm/98kg,고봉초-충암중-안산공고,,,18 롯데 2차 3라운드 23순위,18롯데
68588,김성진,,1987년 05월 05일,(),175cm/70kg,수안초-동래중-이사벨고-동아대,,,,18롯데코치
68589,김동우,89,1995년 10월 01일,투수(우투우타),184cm/76kg,서당초-매송중-야탑고-연세대,,,18 롯데 2차 4라운드 33순위,18롯데
68592,김현,64,1999년 01월 15일,투수(우투우타),182cm/84kg,대구옥산초-경상중-대구상원고,6000만원,2700만원,18 롯데 2차 5라운드 43순위,20롯데
68594,박지호,94,1995년 11월 22일,투수(우투우타),185cm/87kg,김해삼성초-개성중-부산고-영남대,,,18 롯데 2차 8라운드 73순위,
68614,오정환,0,1999년 03월 27일,내야수(우투좌타),185cm/75kg,강남초-자양중-경기고,,,18 KIA 2차 4라운드 36순위,19KIA
68616,김승범,49,1998년 12월 07일,투수(우투우타),183cm/88kg,광주서림초-동산중-동산고,6000만원,2800만원,18 KIA 2차 6라운드 56순위,19KIA
68617,백미카엘,017,1999년 07월 16일,투수(좌투좌타),185cm/85kg,역삼초-잠신중-덕수고,5000만원,2700만원,18 KIA 2차 7라운드 66순위,
68618,문장은,018,1999년 02월 20일,내야수(우투우타),180cm/67kg,길동초-건대부중-배재고,,,18 KIA 2차 8라운드 76순위,
68619,윤중현,019,1995년 04월 25일,투수(우투우타),180cm/84kg,광주서석초-무등중-광주제일고-성균관대,,,18 KIA 2차 9라운드 86순위,
68620,박희주,020,1995년 03월 22일,투수(좌투좌타),182cm/91kg,순천남산초-이수중-효천고-동의대,,,18 KIA 2차 10라운드 96순위,
68625,신제왕,025,1997년 03월 23일,외야수(우투좌타),182cm/65kg,학강초-무등중-광주제일고,,,18 KIA 육성선수,
68639,하준영,39,1999년 09월 06일,투수(좌투좌타),182cm/79kg,서울이수초-성남중-성남고,11000만원,6500만원,18 KIA 2차 2라운드 16순위,18KIA
68646,한준수,44,1999년 02월 13일,포수(우투좌타),184cm/95kg,광주서석초-광주동성중-광주동성고,16000만원,2900만원,18 KIA 1차,18KIA
68659,김유신,59,1999년 06월 14일,투수(좌투좌타),187cm/100kg,화순초-청주중-세광고-KIA-상무,14000만원,2700만원,18 KIA 2차 1라운드 6순위,18KIA
68661,윤희영,61,1995년 12월 07일,투수(우투양타),174cm/79kg,광주서석초-무등중-서울고-경성대,,,18 KIA 2차 5라운드 46순위,18KIA
68669,이원빈,09,1999년 02월 08일,내야수(우투우타),184cm/81kg,양덕초-개성중-부산고,9000만원,2700만원,18 KIA 2차 3라운드 26순위,18KIA
68700,이원석,68,1999년 03월 31일,외야수(우투우타),177cm/70kg,화곡초-충암중-충암고,,,18 한화 2차 4라운드 34순위,19한화
68701,김진욱,32,2000년 01월 13일,투수(우투우타),176cm/79kg,망원초(마포구리틀)-신일중-유신고,3000만원,2900만원,18 한화 2차 10라운드 94순위,18한화
68702,강명준,102,1995년 07월 03일,내야수(우투양타),172cm/70kg,대구옥산초(삼성리틀)-잠신중-구리인창고-연세대,,,18 한화 육성선수,
68703,박주홍,18,1999년 08월 20일,투수(좌투좌타),178cm/109kg,광주서석초-충장중-광주제일고,10000만원,3500만원,18 한화 2차 2라운드 14순위,18한화
68704,오흥진,103,1995년 12월 23일,포수(우투좌타),182cm/90kg,온양온천초-공주중-공주고-한양대,,,18 한화 육성선수,
68705,임지훈,05,1998년 11월 06일,투수(우투우타),176cm/95kg,전북초-전라중-군산상고,,,18 한화 2차 5라운드 44순위,
68706,이성원,06,1999년 11월 02일,포수(우투우타),185cm/114kg,수원신곡초-매향중-장안고,,,18 한화 2차 6라운드 54순위,
68707,김민기,5,1999년 06월 12일,내야수(우투우타),172cm/74kg,영원초(영등포리틀)-선린중-덕수고,,,18 한화 2차 7라운드 64순위,18한화
68708,양경민,08,1998년 02월 04일,투수(우투우타),186cm/93kg,수창초-세지중-효천고,,,18 한화 2차 8라운드 74순위,
68709,정문근,07,1999년 02월 11일,외야수(우투우타),185cm/89kg,야탑초-휘문중-서울고,4000만원,2700만원,18 한화 2차 9라운드 84순위,
68730,호잉,,1989년 05월 18일,외야수(우투좌타),190cm/92kg,미국 Fort Loramie(고)-미국 Toledo(대),300000달러,550000달러,18 한화 자유선발,18한화
68742,휠러,42,1990년 10월 27일,투수(좌투좌타),198cm/115kg,미국 Torrance(고)-미국 Loyola Marymount(대),,,18 한화 자유선발,18한화
68743,정은원,43,2000년 01월 17일,내야수(우투좌타),177cm/78kg,상인천초-상인천중-인천고,9000만원,12000만원,18 한화 2차 3라운드 24순위,18한화
68748,샘슨,48,1991년 01월 06일,투수(우투우타),188cm/102kg,미국 Forest(고),,,18 한화 자유선발,18한화
68794,헤일,44,1987년 09월 27일,투수(우투우타),0cm/0kg,미국 The Walker School(고)-미국 Princeton(대),,,18 한화 자유선발,18한화
68795,장근령,,1988년 03월 31일,(),180cm/83kg,관음초-동평중-학남고-계명대,,,,18한화코치
68796,김형욱,,1983년 08월 23일,(),170cm/74kg,영천초-금정중-남산고-동서대,,,,18한화코치
68797,이승관,47,1999년 12월 01일,투수(좌투좌타),182cm/95kg,도신초-개군중-야탑고-한화-상무,15000만원,2700만원,18 한화 2차 1라운드 4순위,18한화
68798,성시헌,98,1999년 01월 29일,투수(우투좌타),183cm/95kg,유천초-천안북중-북일고,,,18 한화 1차,18한화
68799,김재민,,1988년 01월 28일,(),175cm/78kg,미금초-불곡중-분당대진고-가톨릭관동대,,,,18한화코치
68801,유호식,113,1999년 05월 11일,투수(우투우타),190cm/104kg,서울청구초-덕수중-성남고,,,18 SK 2차 3라운드 25순위,
68802,최경태,02,1998년 03월 05일,투수(우투좌타),184cm/84kg,양정초-경남중-포항제철고,,,18 SK 2차 7라운드 65순위,
68803,강동권,112,1999년 09월 29일,내야수(우투좌타),179cm/80kg,양덕초-마산동중-용마고,,,18 SK 2차 8라운드 75순위,
68804,이희재,112,2000년 01월 28일,투수(우투우타),183cm/85kg,본리초(대구라이온즈리틀)-대구중-경북고,3000만원,2700만원,18 SK 2차 9라운드 85순위,
68805,최상민,95,1999년 08월 20일,외야수(좌투좌타),178cm/75kg,석교초-청주중-북일고,,,18 SK 육성선수,
68815,산체스,15,1989년 11월 28일,투수(우투우타),185cm/88kg,도미니카 Santo Domingo(대),,,18 SK 자유선발,18SK
68830,김정우,46,1999년 05월 15일,투수(우투우타),183cm/87kg,소래초-동산중-동산고-SK-상무,16000만원,3000만원,18 SK 1차,18SK
68848,조성훈,22,1999년 03월 22일,투수(우투우타),188cm/85kg,응봉초(성동구리틀)-건대부중-청원고-SK-상무,15000만원,2700만원,18 SK 2차 1라운드 5순위,18SK
68856,최민준,11,1999년 06월 11일,투수(우투우타),178cm/83kg,부산수영초-경남중-경남고-SK-상무,10000만원,2700만원,18 SK 2차 2라운드 15순위,18SK
68868,최준우,6,1999년 03월 25일,내야수(우투좌타),176cm/78kg,방배초-대치중-장충고,7000만원,3100만원,18 SK 2차 4라운드 35순위,18SK
68869,전경원,44,1999년 03월 18일,포수(우투우타),184cm/95kg,연현초-성남중-성남고-SK-상무,6000만원,3200만원,18 SK 2차 5라운드 45순위,18SK
68895,이동근,53,1992년 03월 24일,포수(우투우타),180cm/87kg,충암초(서부리틀)-충암중-경동고-원광대,,,18 SK 육성선수,
68896,이채호,96,1998년 11월 23일,투수(우언우타),185cm/85kg,동광초(김해리틀)-원동중-용마고,,,18 SK 2차 6라운드 55순위,18SK
68900,김영규,58,2000년 02월 10일,투수(좌투좌타),188cm/86kg,광주서석초-무등중-광주제일고,4000만원,6300만원,18 NC 2차 8라운드 79순위,18NC
